"0"	"1"	"2"
0.693601814356013	-0.523020704774094	-0.170581109581919
0.303164579249974	-0.26514161877763	-0.0380229604723443
0.453363157838406	-0.38329339066852	-0.0700697671698859
0.0920441645226306	-0.0829181127668174	-0.00912605175581327
0.0603292697487836	-0.0545301842889555	-0.0057990854598281
-0.426832800608174	0.535566465685757	-0.108733665077583
-0.440797894745236	0.544142504806559	-0.103344610061324
-0.0507285627649546	0.680369959885865	-0.62964139712091
-0.0699103843267099	0.617153980998198	-0.547243596671488
-0.0769962777798525	-0.401679355876968	0.47867563365682
-0.114524178859346	0.527133788747965	-0.412609609888619
-0.69446165874593	-0.267103155205867	0.961564813951797
-0.0247708675629554	-0.1937209192485	0.218491786811455
-0.0371537649347359	-0.260958847135184	0.29811261206992
-0.045547834617849	-0.29882949208	0.344377326697849
